RSSI0 OMNI,RSSI1 OMNI,CINR0 OMNI,CINR1 OMNI,RSSI0 PARABOLIC,RSSI1 PARABOLIC,CINR0 PARABOLIC,CINR1 PARABOLIC,Radio Distance Clean,Radio Distance Noise,GPS Distance Clean,GPS Distance Noise,Longitude,Latitude,Drone Speed,Drone Climb,Drone Altitude,Barometer Altitude,Home to drone bearing,Home to drone elevation,Accelerometer,GPS Spoofing
-81,-81,24,24,-64,-65,39,40,4283.596796,4294.205609,4283.596796,4289.580619,34.7959,31.971902,14.442909,-0.05025,41.572147,40.999321,158.254923,0.550413,0.019273,0
-81,-81,24,24,-65,-65,40,40,4285.864902,4274.556402,4285.864902,4283.452177,34.796012,31.971999,14.462182,-0.050317,41.541659,40.99768,158.064093,0.549425,0.019273,0
-81,-81,24,24,-64,-65,40,41,4288.183637,4332.328974,4288.183637,4283.996299,34.796123,31.972032,14.481455,-0.050384,40.542828,41.016581,157.873213,0.548432,0.019273,0
-79,-82,24,24,-65,-64,40,40,4290.553112,4285.582642,4290.553112,4289.889272,34.796375,31.972062,14.500728,-0.050451,40.646784,41.056322,157.682288,0.547432,0.019273,0
-81,-81,24,23,-67,-65,40,40,4292.973439,4341.845286,4292.973439,4285.425954,34.796421,31.972122,14.520001,-0.050518,40.532485,40.957882,157.491322,0.546427,0.019273,0
-81,-81,25,24,-64,-65,40,40,4295.444728,4294.307433,4295.444728,4298.940696,34.796588,31.972049,14.539274,-0.050585,40.947934,40.988492,157.300321,0.545415,0.019273,0
-81,-81,24,25,-65,-65,41,43,4297.967085,4298.115318,4297.967085,4302.097587,34.796807,31.972097,14.558547,-0.050653,40.600195,40.910148,157.109289,0.544398,0.019273,0
-80,-81,24,25,-65,-65,41,40,4300.540617,4300.451222,4300.540617,4297.114235,34.796898,31.972178,14.57782,-0.05072,40.786423,40.779628,156.91823,0.543374,0.019273,0
-81,-81,24,25,-65,-65,40,40,4303.165427,4348.991152,4303.165427,4302.753219,34.797077,31.972188,14.597093,-0.050787,40.826332,40.821001,156.72715,0.542345,0.019273,0
-81,-80,24,24,-65,-65,40,39,4305.841618,4200.669536,4305.841618,4307.262216,34.797194,31.972187,14.616366,-0.050854,41.137009,40.689572,156.536053,0.54131,0.019273,0
-81,-81,24,24,-65,-65,40,40,4308.56929,4375.722521,4308.56929,4301.189575,34.797336,31.972299,14.635639,-0.050921,40.882432,40.822317,156.344945,0.540268,0.019273,0
-80,-81,24,24,-65,-66,40,41,4311.348541,4261.817102,4311.348541,4314.400563,34.797543,31.972246,14.654912,-0.050988,41.033848,40.835089,156.153829,0.539222,0.019273,0
-80,-80,23,24,-66,-65,40,41,4314.179467,4340.806277,4314.179467,4323.798853,34.797726,31.972223,14.674185,-0.051055,40.446344,40.538441,155.96271,0.538169,0.019273,0
-81,-81,24,25,-65,-65,39,40,4317.062163,4227.947024,4317.062163,4313.288942,34.79783,31.972366,14.693458,-0.051122,40.938358,40.363387,155.771594,0.537111,0.019273,0
-82,-81,24,24,-65,-65,39,40,4319.996723,4317.880892,4319.996723,4315.664905,34.798017,31.972414,14.712731,-0.051189,40.873246,40.240443,155.580485,0.536047,0.019273,0
-82,-81,24,24,-65,-65,40,40,4322.983237,4241.264117,4322.983237,4333.39425,34.798146,31.972289,14.732004,-0.051256,39.963735,40.405214,155.389388,0.534977,0.019273,0
-81,-81,24,24,-65,-65,40,38,4326.021794,4346.378331,4326.021794,4324.755086,34.798284,31.972428,14.751277,-0.051323,40.187928,40.324156,155.198307,0.533901,0.019273,0
-82,-81,24,24,-65,-66,40,41,4329.112481,4298.645164,4329.112481,4329.97838,34.798499,31.972462,14.77055,-0.05139,40.225673,40.26119,155.007248,0.532821,0.019273,0
-81,-81,24,24,-64,-65,40,40,4332.255384,4384.803185,4332.255384,4338.355408,34.798598,31.972418,14.789823,-0.051457,40.337379,40.339142,154.816214,0.531734,0.019273,0
-81,-81,26,24,-65,-64,41,41,4335.450587,4306.731267,4335.450587,4330.834847,34.798684,31.972527,14.809096,-0.051524,40.48696,40.166529,154.625211,0.530642,0.019273,0
-81,-81,24,24,-64,-65,41,42,4338.69817,4247.50195,4338.69817,4339.773733,34.798901,31.972526,14.828369,-0.051591,40.574436,40.014549,154.434244,0.529545,0.019273,0
-81,-81,25,24,-65,-65,41,41,4341.998214,4317.76305,4341.998214,4349.45905,34.799037,31.972484,14.847642,-0.051658,40.656378,40.007278,154.243317,0.528442,0.019273,0
-81,-82,24,24,-65,-63,40,41,4345.350797,4326.225006,4345.350797,4347.756124,34.799207,31.972571,14.866915,-0.051725,39.920492,40.011912,154.052434,0.527334,0.019273,0
-80,-82,24,24,-64,-66,40,38,4348.755994,4353.305503,4348.755994,4344.338793,34.799378,31.972676,14.886188,-0.051792,40.204869,40.028096,153.861602,0.526221,0.019273,0
-81,-80,24,24,-65,-64,40,40,4352.21388,4299.626395,4352.21388,4359.512352,34.799525,31.972586,14.90546,-0.05186,39.746369,39.830749,153.670823,0.525102,0.019273,0
-81,-81,24,24,-66,-66,39,39,4355.724526,4323.513979,4355.724526,4358.261518,34.799656,31.972654,14.924733,-0.051927,40.586852,39.951453,153.480104,0.523978,0.019273,0
-82,-80,25,24,-66,-65,39,40,4359.288004,4395.295001,4359.288004,4357.926623,34.799844,31.972737,14.944006,-0.051994,39.015486,39.752453,153.289448,0.522849,0.019273,0
-81,-82,24,24,-65,-66,40,38,4362.90438,4286.934879,4362.90438,4372.618356,34.799948,31.972634,14.963279,-0.052061,39.375623,39.735593,153.09886,0.521714,0.019273,0
-81,-81,24,24,-64,-65,41,41,4366.573723,4425.766802,4366.573723,4356.306193,34.800082,31.972856,14.982552,-0.052128,39.162743,39.626136,152.908346,0.520575,0.019273,0
-80,-81,24,24,-65,-65,39,40,4370.296097,4370.570455,4370.296097,4374.26408,34.800341,31.972787,15.001825,-0.052195,39.679037,39.609517,152.717909,0.519431,0.019273,0
-81,-81,24,24,-65,-65,39,40,4374.071563,4347.381731,4374.071563,4378.332309,34.800456,31.972797,15.021098,-0.052262,39.758396,39.677765,152.527554,0.518281,0.019273,0
-82,-81,25,22,-65,-65,41,40,4377.900184,4395.543768,4377.900184,4373.458706,34.80058,31.972901,15.040371,-0.052329,39.80359,39.526379,152.337286,0.517127,0.019273,0
-81,-81,23,24,-66,-66,41,40,4381.782018,4325.794634,4381.782018,4380.917869,34.800698,31.972878,15.059644,-0.052396,40.114108,39.529654,152.14711,0.515968,0.019273,0
-80,-81,24,24,-66,-66,41,40,4385.717122,4394.036152,4385.717122,4392.024012,34.800902,31.972857,15.078917,-0.052463,40.053169,39.545223,151.95703,0.514804,0.019273,0
-81,-81,24,24,-65,-65,40,39,4389.705551,4339.66997,4389.705551,4388.188894,34.801083,31.972978,15.09819,-0.05253,39.082803,39.383844,151.76705,0.513635,0.019273,0
-79,-81,24,24,-65,-65,40,40,4393.747359,4407.071244,4393.747359,4395.527509,34.801207,31.97296,15.117463,-0.052597,39.699878,39.279967,151.577176,0.512461,0.019273,0
-81,-81,25,24,-65,-65,40,40,4397.842597,4398.661153,4397.842597,4404.867061,34.801414,31.97296,15.136736,-0.052664,38.700172,39.226496,151.387411,0.511283,0.019273,0
-81,-80,24,25,-64,-66,40,40,4401.991314,4355.355946,4401.991314,4411.497018,34.801517,31.97294,15.156009,-0.052731,38.723243,39.350433,151.197761,0.510099,0.019273,0
-81,-81,25,24,-65,-64,40,39,4406.193558,4344.534737,4406.193558,4408.387438,34.801705,31.97306,15.175282,-0.052798,39.612763,38.976175,151.008229,0.508912,0.019273,0
-81,-81,25,24,-65,-65,39,39,4410.449375,4397.551341,4410.449375,4406.23844,34.801796,31.973125,15.194555,-0.052865,38.926722,38.834462,150.818821,0.50772,0.019273,0
-80,-82,24,24,-66,-63,40,40,4414.758809,4401.444086,4414.758809,4415.185833,34.801991,31.973126,15.213828,-0.052932,38.679614,38.85453,150.62954,0.506523,0.019273,0
-81,-81,25,24,-65,-65,40,40,4419.121901,4377.046615,4419.121901,4414.274115,34.802141,31.973207,15.233101,-0.052999,39.321351,38.956041,150.440392,0.505322,0.019273,0
-81,-81,24,24,-65,-64,40,40,4423.538692,4453.811796,4423.538692,4420.9117,34.802336,31.973232,15.252374,-0.053067,38.728747,39.005116,150.25138,0.504116,0.019273,0
-82,-81,24,25,-65,-64,41,40,4428.00922,4438.81903,4428.00922,4428.202536,34.802501,31.973238,15.271647,-0.053134,38.724931,38.783595,150.062509,0.502906,0.019273,0
-81,-81,26,24,-65,-65,41,38,4432.533522,4432.600065,4432.533522,4427.597674,34.80257,31.973278,15.29092,-0.053201,38.200699,38.752047,149.873784,0.501692,0.019273,0
-81,-81,24,25,-65,-67,40,40,4437.111632,4503.409208,4437.111632,4441.985586,34.802847,31.973265,15.310193,-0.053268,38.95378,38.736458,149.685209,0.500474,0.019273,0
-82,-79,24,24,-65,-66,40,40,4441.743583,4560.179725,4441.743583,4436.293861,34.802995,31.973398,15.329466,-0.053335,38.003235,38.623474,149.496787,0.499251,0.019273,0
-81,-81,24,24,-65,-65,40,40,4446.429405,4457.857562,4446.429405,4438.939721,34.803086,31.973416,15.348739,-0.053402,38.226234,38.664617,149.308525,0.498024,0.019273,0
-81,-80,23,25,-64,-65,40,40,4451.169128,4408.670036,4451.169128,4450.471088,34.803232,31.973369,15.368012,-0.053469,38.974972,38.560843,149.120425,0.496793,0.019273,0
-81,-80,25,24,-65,-66,40,41,4455.962779,4420.933256,4455.962779,4453.267522,34.803381,31.973416,15.387285,-0.053536,38.256198,38.576241,148.932492,0.495558,0.019273,0
-81,-81,24,24,-66,-65,40,41,4460.810384,4380.01212,4460.810384,4464.895787,34.803598,31.973405,15.406558,-0.053603,38.586541,38.45818,148.744731,0.49432,0.019273,0
-82,-81,25,24,-64,-64,38,40,4465.711965,4414.788863,4465.711965,4468.258004,34.803715,31.97343,15.425831,-0.05367,38.651758,38.488712,148.557145,0.493077,0.019273,0
-81,-81,24,25,-66,-63,41,40,4470.667545,4420.906667,4470.667545,4474.80694,34.803931,31.973473,15.445104,-0.053737,37.702606,38.470904,148.369739,0.49183,0.019273,0
-81,-81,24,24,-65,-65,40,40,4475.677144,4569.187427,4475.677144,4472.15203,34.804045,31.973561,15.464377,-0.053804,37.922005,38.528251,148.182517,0.49058,0.019273,0
-81,-81,25,24,-63,-65,41,40,4480.740779,4512.992807,4480.740779,4475.397047,34.804174,31.973595,15.48365,-0.053871,37.899211,38.204919,147.995484,0.489326,0.019273,0
-81,-81,24,24,-65,-65,40,39,4485.858468,4506.832155,4485.858468,4480.859065,34.804298,31.973603,15.502923,-0.053938,39.409215,38.284338,147.808642,0.488068,0.019273,0
-81,-82,24,24,-65,-65,40,42,4491.030225,4469.33831,4491.030225,4488.228467,34.804546,31.973658,15.522196,-0.054005,37.756894,38.185222,147.621997,0.486806,0.019273,0
-81,-81,24,24,-65,-65,40,42,4496.256062,4517.096405,4496.256062,4497.978169,34.804766,31.973673,15.541469,-0.054072,38.175594,38.30584,147.435553,0.485541,0.019273,0
-80,-80,26,24,-65,-65,41,40,4501.535991,4504.517637,4501.535991,4511.202221,34.804894,31.973601,15.560742,-0.054139,37.932129,37.900611,147.249313,0.484273,0.019273,0
-81,-81,24,25,-65,-65,41,40,4506.87002,4423.865653,4506.87002,4501.540729,34.805014,31.973771,15.580015,-0.054206,38.743277,38.027115,147.063281,0.483001,0.019273,0
-81,-82,24,24,-65,-66,40,40,4512.258159,4488.0433,4512.258159,4512.245964,34.805143,31.973727,15.599288,-0.054274,37.216406,38.010672,146.877463,0.481725,0.019273,0
-81,-81,24,24,-65,-65,40,38,4517.700412,4499.648571,4517.700412,4517.607066,34.805301,31.973757,15.618561,-0.054341,37.963422,37.792474,146.69186,0.480446,0.019273,0
-81,-81,24,24,-67,-65,39,40,4523.196784,4622.883274,4523.196784,4515.852119,34.805498,31.973886,15.637834,-0.054408,38.484242,37.547737,146.506478,0.479164,0.019273,0
-81,-79,24,24,-65,-64,41,39,4528.747276,4483.706526,4528.747276,4528.048845,34.805695,31.973866,15.657107,-0.054475,37.456728,37.804247,146.321321,0.477879,0.019273,0
-82,-81,24,24,-66,-65,40,40,4534.351891,4560.339323,4534.351891,4528.470868,34.805816,31.97393,15.67638,-0.054542,37.671868,37.61588,146.136392,0.476591,0.019273,0
-81,-80,24,24,-65,-66,40,40,4540.010626,4544.765584,4540.010626,4532.484069,34.805965,31.973972,15.695653,-0.054609,38.320271,37.725468,145.951695,0.475299,0.019273,0
-80,-81,24,24,-65,-65,40,40,4545.723479,4504.785335,4545.723479,4541.8035,34.806084,31.973939,15.714926,-0.054676,37.778477,37.704264,145.767234,0.474004,0.019273,0
-81,-80,24,24,-66,-65,40,40,4551.490446,4607.659438,4551.490446,4559.043963,34.806315,31.973885,15.734199,-0.054743,36.705999,37.591357,145.583012,0.472707,0.019273,0
-81,-79,25,25,-65,-65,40,40,4557.31152,4609.452701,4557.31152,4561.939735,34.806515,31.97397,15.753472,-0.05481,37.566198,37.550503,145.399034,0.471406,0.019273,0
-82,-80,24,25,-65,-63,40,40,4563.186695,4572.163745,4563.186695,4559.142545,34.806601,31.974051,15.772745,-0.054877,37.740836,37.458134,145.215303,0.470102,0.019273,0
-81,-81,25,24,-65,-66,40,40,4569.11596,4659.422382,4569.11596,4566.73968,34.806762,31.974063,15.792018,-0.054944,37.850824,37.438618,145.031823,0.468796,0.019273,0
-82,-80,22,25,-65,-65,41,41,4575.099305,4448.85622,4575.099305,4572.002942,34.807009,31.974152,15.811291,-0.055011,36.830435,37.326673,144.848598,0.467487,0.019273,0
-80,-81,24,24,-65,-65,40,40,4581.136717,4504.232156,4581.136717,4579.952063,34.807116,31.974129,15.830564,-0.055078,37.202151,37.262044,144.66563,0.466175,0.019273,0
-82,-80,24,23,-64,-65,40,42,4587.228183,4588.90982,4587.228183,4588.866756,34.807317,31.974153,15.849837,-0.055145,37.234103,37.334096,144.482925,0.464861,0.019273,0
-81,-82,24,24,-65,-65,40,40,4593.373686,4686.323534,4593.373686,4588.026849,34.807443,31.974238,15.86911,-0.055212,37.125869,37.142943,144.300484,0.463544,0.019273,0
-80,-81,24,24,-63,-65,40,40,4599.573208,4496.639528,4599.573208,4596.033765,34.807599,31.974245,15.888383,-0.055279,36.469027,37.099727,144.118313,0.462224,0.019273,0
-80,-81,24,24,-66,-65,40,40,4605.826733,4654.864064,4605.826733,4606.568724,34.807838,31.974275,15.907656,-0.055346,36.711521,36.759479,143.936413,0.460902,0.019273,0
-81,-81,25,24,-65,-65,40,39,4612.134237,4575.812395,4612.134237,4614.061942,34.807953,31.974263,15.926928,-0.055413,36.880043,37.101167,143.75479,0.459578,0.019273,0
-81,-81,25,24,-65,-65,40,41,4618.495701,4586.152675,4618.495701,4616.545409,34.808121,31.974341,15.946201,-0.055481,36.28868,36.818264,143.573445,0.458251,0.019273,0
-81,-81,25,24,-66,-65,39,40,4624.9111,4530.57085,4624.9111,4618.883142,34.808224,31.97438,15.965474,-0.055548,36.671005,36.796424,143.392383,0.456922,0.019273,0
-81,-81,24,25,-64,-65,40,39,4631.380409,4691.811502,4631.380409,4636.157458,34.808447,31.974327,15.984747,-0.055615,36.007448,36.935723,143.211607,0.45559,0.019273,0
-81,-81,23,24,-65,-65,40,39,4637.903602,4634.140636,4637.903602,4641.162524,34.808637,31.974391,16.00402,-0.055682,36.992246,36.78129,143.031121,0.454257,0.019273,0
-81,-82,24,23,-65,-67,40,40,4644.48065,4580.015975,4644.48065,4646.798562,34.808793,31.974428,16.023293,-0.055749,36.386326,36.762596,142.850926,0.452921,0.019273,0
-81,-80,24,24,-63,-63,40,40,4651.111525,4602.730299,4651.111525,4652.647177,34.80899,31.974489,16.042566,-0.055816,36.614718,36.58175,142.671028,0.451583,0.019273,0
-81,-81,24,24,-65,-65,41,39,4657.796195,4582.237009,4657.796195,4654.838615,34.809081,31.974524,16.061839,-0.055883,35.734711,36.523255,142.491428,0.450244,0.019273,0
-82,-81,25,24,-65,-65,40,40,4664.534628,4708.981361,4664.534628,4664.801334,34.809292,31.974549,16.081112,-0.05595,36.635383,36.529762,142.31213,0.448902,0.019273,0
-81,-81,24,24,-66,-65,39,40,4671.32679,4636.135536,4671.32679,4667.858715,34.809419,31.974597,16.100385,-0.056017,36.46122,36.590412,142.133138,0.447558,0.019273,0
-80,-81,24,23,-66,-65,40,40,4678.172646,4662.210192,4678.172646,4679.183099,34.809622,31.974603,16.119658,-0.056084,36.713777,36.390976,141.954453,0.446213,0.019273,0
-81,-81,24,24,-65,-65,41,40,4685.07216,4687.044362,4685.07216,4684.489138,34.809688,31.974586,16.138931,-0.056151,36.449159,36.449911,141.776081,0.444866,0.019273,0
-83,-81,23,23,-66,-66,39,39,4692.025292,4617.884684,4692.025292,4690.587029,34.809925,31.974675,16.158204,-0.056218,36.745663,36.219423,141.598022,0.443517,0.019273,0
-83,-82,23,23,-65,-66,40,39,4699.032004,4670.335416,4699.032004,4703.270065,34.810063,31.974622,16.177477,-0.056285,37.613553,36.321513,141.420281,0.442166,0.019273,0
-82,-82,22,23,-65,-67,39,39,4706.092255,4706.785453,4706.092255,4699.378039,34.810193,31.974755,16.19675,-0.056352,36.356904,36.406387,141.24286,0.440814,0.019273,0
-82,-81,24,24,-66,-66,38,39,4713.206003,4618.403878,4713.206003,4711.512945,34.810403,31.974759,16.216023,-0.056419,36.651479,36.085896,141.065763,0.43946,0.019273,0
-82,-82,23,23,-66,-67,39,39,4720.373205,4719.635179,4720.373205,4728.76176,34.810606,31.974698,16.235296,-0.056486,36.807235,36.019442,140.888991,0.438105,0.019273,0
-82,-82,24,24,-67,-66,39,39,4727.593815,4725.526078,4727.593815,4735.923213,34.810797,31.974747,16.254569,-0.056553,36.533771,36.010122,140.712549,0.436749,0.019273,0
-82,-82,24,23,-64,-66,39,39,4734.867788,4757.835986,4734.867788,4730.506882,34.810891,31.974876,16.273842,-0.05662,36.238236,35.95536,140.536438,0.43539,0.019273,0
-83,-82,22,23,-66,-66,39,39,4742.357643,4766.181757,4742.357643,4742.822381,34.81113,31.9749,16.293115,0.031956,36.320706,36.404818,140.370052,0.439785,0.019273,0
-82,-82,23,23,-66,-66,39,40,4729.438373,4716.882418,4729.438373,4731.39814,34.811106,31.975016,16.288661,0.031947,36.096359,36.46328,140.249943,0.441374,-0.004454,0
-82,-82,23,23,-66,-68,39,41,4716.543546,4685.642602,4716.543546,4711.802796,34.811071,31.975221,16.284207,0.031938,37.24129,36.601071,140.129209,0.44297,-0.004454,0
-82,-82,23,22,-66,-68,39,39,4703.673316,4646.542954,4703.673316,4701.721023,34.81103,31.975309,16.279754,0.031929,35.814154,36.269964,140.007848,0.444573,-0.004454,0
-79,-82,23,23,-66,-66,39,40,4690.82784,4773.84403,4690.82784,4694.979792,34.811117,31.97545,16.2753,0.031921,36.323541,36.542048,139.885855,0.446181,-0.004454,0
-80,-81,25,24,-65,-65,40,40,4678.007274,4519.566593,4678.007274,4675.80651,34.811035,31.975617,16.270846,0.031912,36.61388,36.358865,139.763226,0.447796,-0.004454,0
-81,-81,24,24,-65,-66,40,41,4665.211778,4738.331746,4665.211778,4667.228127,34.811013,31.975702,16.266392,0.031903,36.700414,36.496427,139.639958,0.449417,-0.004454,0
-81,-82,24,24,-65,-65,40,40,4652.44151,4627.401617,4652.44151,4657.069076,34.811075,31.975867,16.261938,0.031895,37.616221,36.623315,139.516046,0.451045,-0.004454,0
-82,-80,24,24,-65,-65,39,40,4639.696632,4689.462417,4639.696632,4635.978905,34.811035,31.976087,16.257484,0.031886,36.552667,36.779294,139.391487,0.452679,-0.004454,0
-81,-81,24,24,-65,-63,40,40,4626.977307,4675.142625,4626.977307,4629.815405,34.811096,31.976205,16.253031,0.031877,36.413662,36.729056,139.266278,0.454319,-0.004454,0
-81,-81,24,24,-66,-64,40,41,4614.283698,4656.208385,4614.283698,4613.798164,34.811018,31.976338,16.248577,0.031868,36.503042,36.795808,139.140413,0.455966,-0.004454,0
-81,-82,24,24,-65,-65,40,41,4601.61597,4710.283567,4601.61597,4592.649995,34.810971,31.976555,16.244123,0.03186,37.791821,36.680273,139.01389,0.457619,-0.004454,0
-81,-81,24,24,-65,-64,40,40,4588.974292,4619.457692,4588.974292,4593.79695,34.811002,31.976564,16.239669,0.031851,38.133054,36.945796,138.886703,0.459279,-0.004454,0
-81,-81,23,23,-65,-67,41,40,4576.358829,4575.824914,4576.358829,4577.939062,34.811019,31.976766,16.235215,0.031842,36.152186,36.852419,138.75885,0.460945,-0.004454,0
-80,-81,24,24,-67,-66,41,39,4563.769753,4497.247565,4563.769753,4556.031274,34.8109,31.976939,16.230762,0.031833,36.307135,36.824614,138.630327,0.462617,-0.004454,0
-81,-81,22,24,-66,-65,40,40,4551.207235,4556.119256,4551.207235,4556.723842,34.811007,31.977011,16.226308,0.031825,36.345291,36.802102,138.501128,0.464296,-0.004454,0
-81,-81,24,24,-65,-65,41,40,4538.671446,4543.395262,4538.671446,4538.506483,34.810981,31.97721,16.221854,0.031816,36.764749,36.845916,138.371251,0.465982,-0.004454,0
-81,-81,24,23,-65,-64,39,40,4526.16256,4482.759868,4526.16256,4518.409467,34.810959,31.977435,16.2174,0.031807,37.087855,36.783248,138.240692,0.467674,-0.004454,0
-81,-81,22,25,-66,-65,40,40,4513.680753,4439.52559,4513.680753,4507.381187,34.810959,31.977568,16.212946,0.031798,37.664188,37.001685,138.109445,0.469372,-0.004454,0
-82,-80,26,24,-65,-65,40,39,4501.226202,4452.499016,4501.226202,4509.547627,34.81112,31.977665,16.208492,0.03179,38.264713,36.951851,137.977508,0.471077,-0.004454,0
-81,-81,22,24,-65,-66,41,40,4488.799085,4509.469859,4488.799085,4493.202534,34.810996,31.977768,16.204039,0.031781,37.140217,36.959887,137.844876,0.472788,-0.004454,0
-81,-81,23,25,-64,-65,39,40,4476.399582,4516.451605,4476.399582,4478.080719,34.810965,31.977928,16.199585,0.031772,37.183518,37.07867,137.711546,0.474505,-0.004454,0
-81,-81,24,24,-65,-65,41,40,4464.027873,4511.100893,4464.027873,4464.245687,34.810988,31.978114,16.195131,0.031763,36.761692,37.206907,137.577513,0.47623,-0.004454,0
-81,-81,24,24,-66,-64,40,40,4451.684143,4351.890454,4451.684143,4449.762692,34.810946,31.978258,16.190677,0.031755,37.625853,37.217828,137.442772,0.47796,-0.004454,0
-81,-79,24,24,-65,-64,40,39,4439.368575,4489.863325,4439.368575,4439.415319,34.810961,31.978396,16.186223,0.031746,36.545413,37.106232,137.307321,0.479697,-0.004454,0
-81,-81,24,24,-65,-65,40,39,4427.081355,4469.491667,4427.081355,4427.335752,34.810886,31.978484,16.181769,0.031737,36.260039,37.2494,137.171155,0.481441,-0.004454,0
-81,-81,24,24,-65,-65,40,40,4414.822671,4486.803411,4414.822671,4414.938375,34.81094,31.978679,16.177316,0.031729,37.742687,37.17499,137.034269,0.483191,-0.004454,0
-81,-81,24,23,-65,-65,41,40,4402.592711,4501.688028,4402.592711,4400.190925,34.8109,31.978828,16.172862,0.03172,36.241891,37.329739,136.89666,0.484947,-0.004454,0
-81,-81,23,24,-65,-65,39,40,4390.391666,4381.131598,4390.391666,4393.868357,34.810924,31.978926,16.168408,0.031711,37.992553,37.221408,136.758323,0.48671,-0.004454,0
-80,-80,25,24,-65,-65,40,40,4378.219728,4407.913564,4378.219728,4379.433256,34.810947,31.979122,16.163954,0.031702,37.09705,37.415815,136.619255,0.48848,-0.004454,0
-81,-79,24,24,-65,-65,40,41,4366.07709,4255.347912,4366.07709,4365.350948,34.810888,31.979249,16.1595,0.031694,37.520159,37.284883,136.479451,0.490256,-0.004454,0
-81,-81,24,27,-65,-66,40,40,4353.963949,4401.149447,4353.963949,4357.617263,34.810895,31.979351,16.155046,0.031685,37.319654,37.327081,136.338907,0.492038,-0.004454,0
-81,-82,23,23,-65,-66,39,40,4341.8805,4449.203096,4341.8805,4347.973147,34.810936,31.979504,16.150593,0.031676,36.832047,37.225847,136.197619,0.493827,-0.004454,0
-81,-81,24,24,-65,-65,40,41,4329.826943,4305.473512,4329.826943,4333.009457,34.810899,31.97966,16.146139,0.031667,37.224404,37.60822,136.055583,0.495622,-0.004454,0
-81,-80,24,24,-65,-66,42,41,4317.803477,4221.018191,4317.803477,4314.282223,34.810819,31.979828,16.141685,0.031659,36.926885,37.322454,135.912794,0.497424,-0.004454,0
-82,-81,24,24,-64,-62,39,40,4305.810303,4318.63868,4305.810303,4304.621696,34.810898,31.980014,16.137231,0.03165,37.340046,37.566213,135.769249,0.499232,-0.004454,0
-81,-80,22,25,-65,-65,40,40,4293.847626,4252.281155,4293.847626,4290.637453,34.810871,31.980168,16.132777,0.031641,37.570614,37.712857,135.624943,0.501047,-0.004454,0
-81,-79,23,25,-65,-65,40,40,4281.91565,4368.183444,4281.91565,4284.271145,34.810853,31.980233,16.128323,0.031632,37.98923,37.634575,135.479871,0.502868,-0.004454,0
-81,-81,23,24,-64,-65,38,40,4270.014582,4329.922776,4270.014582,4268.180082,34.810815,31.980404,16.12387,0.031624,37.483383,37.606484,135.334031,0.504695,-0.004454,0
-81,-81,24,25,-65,-66,38,41,4258.14463,4286.240608,4258.14463,4262.485195,34.810896,31.980545,16.119416,0.031615,38.688748,37.77001,135.187416,0.506529,-0.004454,0
-81,-82,24,25,-65,-65,40,41,4246.306003,4125.15324,4246.306003,4239.885447,34.810839,31.980782,16.114962,0.031606,38.360678,37.645867,135.040025,0.508369,-0.004454,0
-81,-81,24,24,-65,-66,40,40,4234.498914,4257.07137,4234.498914,4235.334534,34.810889,31.980883,16.110508,0.031598,37.043439,37.815501,134.891851,0.510216,-0.004454,0
-80,-83,25,24,-65,-66,40,39,4222.723576,4306.404648,4222.723576,4224.851321,34.810868,31.980999,16.106054,0.031589,37.098866,37.6438,134.742891,0.512069,-0.004454,0
-81,-80,25,24,-64,-64,40,40,4210.980203,4174.496065,4210.980203,4215.021102,34.810824,31.981087,16.1016,0.03158,38.126564,37.700079,134.593141,0.513928,-0.004454,0
-81,-81,24,24,-65,-64,40,39,4199.269012,4170.993984,4199.269012,4202.802333,34.810859,31.981274,16.097147,0.031571,37.391392,37.900319,134.442596,0.515794,-0.004454,0
-82,-81,24,27,-65,-65,40,40,4187.590222,4168.179304,4187.590222,4185.842371,34.810761,31.981407,16.092693,0.031563,37.883357,37.939222,134.291252,0.517665,-0.004454,0
-80,-80,25,25,-64,-65,41,40,4175.944053,4235.82676,4175.944053,4171.544464,34.810779,31.981606,16.088239,0.031554,37.018015,37.822257,134.139105,0.519544,-0.004454,0
-80,-80,24,25,-64,-64,41,41,4164.330725,4237.822023,4164.330725,4165.711305,34.810769,31.981673,16.083785,0.031545,37.882,37.822914,133.986151,0.521428,-0.004454,0
-80,-80,25,25,-63,-65,41,39,4152.750464,4121.538282,4152.750464,4160.987927,34.810882,31.981834,16.079331,0.031536,37.77497,37.8753,133.832385,0.523319,-0.004454,0
-80,-80,25,25,-64,-64,42,42,4141.203493,4160.269868,4141.203493,4139.363287,34.810797,31.982039,16.074877,0.031528,37.673756,37.895432,133.677804,0.525216,-0.004454,0
-79,-80,25,25,-64,-64,42,41,4129.69004,4179.913005,4129.69004,4135.433489,34.810801,31.982094,16.070424,0.031519,37.748818,37.94923,133.522403,0.527119,-0.004454,0
-80,-80,25,25,-63,-64,41,41,4118.210334,4179.589897,4118.210334,4118.584919,34.810722,31.982244,16.06597,0.03151,38.89187,38.005358,133.366177,0.529029,-0.004454,0
-79,-81,25,25,-64,-64,40,42,4106.764605,4109.497638,4106.764605,4106.070173,34.810742,31.982425,16.061516,0.031501,38.170938,38.136262,133.209123,0.530944,-0.004454,0
