RSSI0 OMNI,RSSI1 OMNI,CINR0 OMNI,CINR1 OMNI,RSSI0 PARABOLIC,RSSI1 PARABOLIC,CINR0 PARABOLIC,CINR1 PARABOLIC,Radio Distance Clean,Radio Distance Noise,GPS Distance Clean,GPS Distance Noise,Longitude,Latitude,Drone Speed,Drone Climb,Drone Altitude,Barometer Altitude,Home to drone bearing,Home to drone elevation,Accelerometer,GPS Spoofing
-82,-80,25,25,-65,-63,40,40,4095.353084,4117.873875,4095.353084,4095.35566,34.810714,31.982541,16.057062,0.031493,38.690808,37.970018,133.051237,0.532866,-0.004454,0
-80,-79,26,25,-64,-65,42,40,4083.976007,4111.928473,4083.976007,4079.535607,34.810741,31.982774,16.052608,0.031484,38.072386,38.31104,132.892513,0.534794,-0.004454,0
-80,-80,25,25,-64,-66,41,41,4072.633608,4026.002481,4072.633608,4065.18452,34.810701,31.982927,16.048154,0.031475,38.952556,38.178208,132.732949,0.536728,-0.004454,0
-80,-80,27,25,-65,-63,41,41,4061.326125,4029.955419,4061.326125,4066.640623,34.810798,31.982997,16.043701,0.031466,38.811212,38.13668,132.572539,0.538668,-0.004454,0
-80,-80,25,25,-64,-64,42,38,4050.053797,4091.829345,4050.053797,4042.775675,34.810677,31.983202,16.039247,0.031458,37.85924,38.279447,132.41128,0.540614,-0.004454,0
-81,-80,25,24,-64,-63,41,41,4038.816866,3987.355844,4038.816866,4039.345075,34.810723,31.983291,16.034793,0.031449,38.847928,38.304994,132.249168,0.542566,-0.004454,0
-80,-80,25,25,-64,-64,40,41,4027.615573,4042.40704,4027.615573,4026.463993,34.810685,31.983427,16.030339,0.03144,38.840548,38.207928,132.086198,0.544524,-0.004454,0
-80,-80,25,25,-65,-64,41,42,4016.450164,4026.933301,4016.450164,4020.258768,34.810732,31.983555,16.025885,0.031432,38.501002,38.339529,131.922365,0.546488,-0.004454,0
-80,-80,25,25,-64,-63,41,41,4005.320885,4026.150912,4005.320885,4005.598204,34.81072,31.983742,16.021431,0.031423,38.432967,38.428806,131.757667,0.548458,-0.004454,0
-79,-79,25,25,-64,-66,41,41,3994.227983,3970.873679,3994.227983,3994.412265,34.810703,31.983876,16.016978,0.031414,38.209126,38.613917,131.592099,0.550433,-0.004454,0
-79,-80,26,25,-64,-64,41,41,3983.171709,4039.886771,3983.171709,3984.975258,34.810692,31.983994,16.012524,0.031405,38.030073,38.508366,131.425657,0.552415,-0.004454,0
-78,-80,25,24,-64,-64,42,41,3972.152314,3881.905796,3972.152314,3964.769619,34.810659,31.984237,16.00807,0.031397,39.114087,38.402043,131.258336,0.554402,-0.004454,0
-80,-80,23,25,-64,-65,41,41,3961.170052,4017.066551,3961.170052,3961.260048,34.81069,31.984314,16.003616,0.031388,38.518624,38.542943,131.090133,0.556395,-0.004454,0
-80,-80,25,25,-64,-61,40,41,3950.225178,3833.08464,3950.225178,3952.471598,34.810731,31.984476,15.999162,0.031379,39.11077,38.563911,130.921043,0.558393,-0.004454,0
-80,-80,25,26,-64,-64,41,41,3939.31795,3976.759652,3939.31795,3941.818595,34.810727,31.984618,15.994708,0.03137,38.857399,38.262011,130.751063,0.560397,-0.004454,0
-78,-80,26,25,-66,-64,41,41,3928.448625,3827.542096,3928.448625,3935.518751,34.810649,31.984628,15.990255,0.031362,39.248654,38.626855,130.580189,0.562407,-0.004454,0
-80,-80,27,26,-64,-64,40,42,3917.617464,3857.132998,3917.617464,3910.309899,34.810533,31.984861,15.985801,0.031353,38.899349,38.639904,130.408415,0.564423,-0.004454,0
-79,-80,25,25,-64,-64,41,40,3906.82473,3886.879409,3906.82473,3907.487334,34.810645,31.985012,15.981347,0.031344,38.508906,38.661402,130.23574,0.566443,-0.004454,0
-80,-81,25,26,-64,-64,40,41,3896.070688,3926.33787,3896.070688,3897.625952,34.810672,31.985176,15.976893,0.031335,38.950479,38.829931,130.062158,0.56847,-0.004454,0
-80,-80,25,23,-64,-65,41,41,3885.355602,3818.368718,3885.355602,3884.493949,34.8107,31.985389,15.972439,0.031327,38.489304,38.683656,129.887666,0.570501,-0.004454,0
-80,-80,24,25,-65,-63,41,41,3874.679742,3885.969517,3874.679742,3876.762854,34.810615,31.985411,15.967986,0.031318,37.822612,38.628046,129.712259,0.572538,-0.004454,0
-80,-79,25,25,-62,-63,41,41,3864.043375,3852.776734,3864.043375,3867.774638,34.810658,31.985581,15.963532,0.031309,39.51827,38.811847,129.535934,0.57458,-0.004454,0
-80,-80,26,24,-65,-64,41,39,3853.446775,3856.760783,3853.446775,3855.322787,34.810614,31.985712,15.959078,0.031301,39.157177,38.682907,129.358688,0.576628,-0.004454,0
-80,-80,24,25,-65,-64,40,41,3842.890213,3867.279216,3842.890213,3838.707134,34.810581,31.985914,15.954624,0.031292,38.694128,38.679282,129.180515,0.57868,-0.004454,0
-80,-80,25,23,-65,-63,40,40,3832.373966,3822.952834,3832.373966,3832.583859,34.810621,31.986042,15.95017,0.031283,39.537083,38.781293,129.001413,0.580738,-0.004454,0
-80,-80,25,25,-66,-65,43,41,3821.898308,3800.870356,3821.898308,3821.259939,34.810647,31.986232,15.945716,0.031274,38.709843,38.849923,128.821378,0.5828,-0.004454,0
-80,-80,25,25,-63,-65,42,40,3811.46352,3802.690211,3811.46352,3810.082703,34.810565,31.986306,15.941263,0.031266,39.080827,38.928092,128.640406,0.584868,-0.004454,0
-80,-81,25,25,-64,-64,42,41,3801.069881,3809.728493,3801.069881,3795.822407,34.810566,31.986512,15.936809,0.031257,38.878186,38.887396,128.458493,0.58694,-0.004454,0
-79,-80,25,25,-64,-64,41,41,3790.717673,3823.323296,3790.717673,3787.327651,34.810524,31.98659,15.932355,0.031248,38.682918,39.093165,128.275636,0.589018,-0.004454,0
-80,-82,25,25,-65,-64,41,40,3780.40718,3749.807552,3780.40718,3779.102115,34.810612,31.986805,15.927901,0.031239,38.778114,38.905821,128.091831,0.5911,-0.004454,0
-80,-82,25,25,-65,-65,41,41,3770.138687,3758.259502,3770.138687,3765.241082,34.810544,31.986934,15.923447,0.031231,39.487843,39.021257,127.907074,0.593186,-0.004454,0
-82,-81,25,25,-64,-64,41,42,3759.912481,3769.935461,3759.912481,3755.5446,34.810566,31.9871,15.918993,0.031222,38.249508,39.135258,127.721362,0.595277,-0.004454,0
-80,-80,25,25,-65,-64,41,42,3749.728852,3661.847682,3749.728852,3750.396404,34.810531,31.987138,15.91454,0.031213,38.975842,39.077528,127.534692,0.597373,-0.004454,0
-80,-80,26,25,-65,-64,41,41,3739.58809,3653.948735,3739.58809,3738.454167,34.810522,31.987304,15.910086,0.031204,38.65628,39.104263,127.347061,0.599473,-0.004454,0
-80,-81,25,23,-64,-66,41,41,3729.490487,3741.309219,3729.490487,3739.835062,34.810622,31.987395,15.905632,0.031196,39.005765,39.338049,127.158463,0.601578,-0.004454,0
-79,-79,26,27,-63,-63,42,41,3719.436338,3717.918761,3719.436338,3723.852699,34.810585,31.987591,15.901178,0.031187,38.67388,39.229095,126.968898,0.603686,-0.004454,0
-78,-80,27,26,-63,-63,41,42,3709.425937,3711.859527,3709.425937,3714.876497,34.810575,31.987715,15.896724,0.031178,37.859164,39.200334,126.77836,0.605799,-0.004454,0
-79,-79,26,26,-64,-64,42,42,3699.459584,3796.221158,3699.459584,3701.874545,34.810557,31.98789,15.89227,0.031169,38.946468,39.391703,126.586848,0.607916,-0.004454,0
-79,-79,26,26,-64,-62,40,42,3689.537575,3744.391011,3689.537575,3686.923194,34.810479,31.988027,15.887817,0.031161,40.271858,39.296174,126.394357,0.610037,-0.004454,0
-79,-79,25,26,-64,-63,45,42,3679.660213,3677.642372,3679.660213,3676.22835,34.810494,31.988206,15.883363,0.031152,39.414734,39.216569,126.200885,0.612161,-0.004454,0
-79,-79,26,24,-63,-63,42,42,3669.827799,3793.073224,3669.827799,3673.092193,34.810497,31.988257,15.878909,0.031143,38.565014,39.389956,126.006428,0.61429,-0.004454,0
-80,-79,26,26,-63,-63,43,42,3660.040638,3697.035121,3660.040638,3657.362826,34.810462,31.988457,15.874455,0.031135,38.937224,39.427858,125.810984,0.616422,-0.004454,0
-79,-80,26,26,-63,-63,42,42,3650.299034,3694.051137,3650.299034,3654.937123,34.810536,31.988581,15.870001,0.031126,39.486929,39.43326,125.61455,0.618558,-0.004454,0
-79,-77,26,26,-63,-63,42,42,3640.603296,3592.051582,3640.603296,3645.663591,34.810543,31.988733,15.865547,0.031117,39.203906,39.560378,125.417122,0.620697,-0.004454,0
-79,-80,26,26,-61,-63,42,43,3630.953732,3565.619664,3630.953732,3629.227223,34.810445,31.988872,15.861094,0.031108,39.727449,39.496975,125.218699,0.62284,-0.004454,0
-79,-80,25,25,-64,-63,42,42,3621.350651,3680.874201,3621.350651,3628.218527,34.810539,31.989001,15.85664,0.0311,40.255545,39.488914,125.019277,0.624986,-0.004454,0
-79,-79,27,25,-63,-62,41,41,3611.794367,3722.366548,3611.794367,3611.259422,34.810476,31.989191,15.852186,0.031091,39.586946,39.634183,124.818853,0.627135,-0.004454,0
-79,-80,26,26,-63,-63,42,42,3602.285191,3638.994827,3602.285191,3606.913419,34.810489,31.989276,15.847732,0.031082,39.637498,39.523618,124.617425,0.629287,-0.004454,0
-79,-79,26,26,-63,-64,41,42,3592.82344,3609.080227,3592.82344,3590.694266,34.810452,31.989487,15.843278,0.031073,39.449667,39.4219,124.414991,0.631442,-0.004454,0
-80,-80,26,26,-63,-63,42,42,3583.409428,3676.103054,3583.409428,3574.664823,34.810362,31.989631,15.838824,0.031065,39.486534,39.659754,124.211548,0.6336,-0.004454,0
-80,-79,26,27,-64,-63,42,42,3574.043474,3681.056749,3574.043474,3575.893141,34.810418,31.98968,15.834371,0.031056,38.911104,39.793608,124.007093,0.63576,-0.004454,0
-79,-79,27,26,-63,-63,42,41,3564.725898,3533.78134,3564.725898,3564.662236,34.810454,31.989907,15.829917,0.031047,39.558007,39.752499,123.801625,0.637924,-0.004454,0
-79,-79,26,26,-63,-63,43,42,3555.457018,3463.271776,3555.457018,3558.025431,34.810472,31.990037,15.825463,0.031038,40.135682,39.544271,123.595141,0.640089,-0.004454,0
-79,-79,26,26,-63,-64,42,42,3546.237158,3602.692675,3546.237158,3543.930911,34.810428,31.99021,15.821009,0.03103,39.377937,39.762568,123.387639,0.642257,-0.004454,0
-81,-78,27,26,-62,-63,42,42,3537.06664,3465.161997,3537.06664,3541.309883,34.810465,31.990302,15.816555,0.031021,39.670762,39.773785,123.179117,0.644427,-0.004454,0
-80,-79,26,26,-63,-64,41,42,3527.945789,3501.30935,3527.945789,3522.684319,34.810347,31.990454,15.812101,0.031012,41.053989,39.798072,122.969573,0.646599,-0.004454,0
-79,-78,26,25,-63,-63,43,41,3518.874931,3515.622865,3518.874931,3521.916173,34.810457,31.990612,15.807648,0.031004,40.146643,39.984551,122.759005,0.648773,-0.004454,0
-79,-79,26,26,-64,-63,42,42,3509.854393,3469.712712,3509.854393,3517.48864,34.810476,31.990711,15.803194,0.030995,38.386304,39.884281,122.547412,0.650949,-0.004454,0
-78,-79,26,26,-63,-62,42,43,3500.884503,3540.866811,3500.884503,3501.96413,34.810415,31.99089,15.79874,0.030986,39.827223,39.683653,122.334791,0.653126,-0.004454,0
-81,-79,26,26,-62,-63,42,42,3491.96559,3481.068931,3491.96559,3496.48754,34.810399,31.990961,15.794286,0.030977,39.346206,39.805671,122.121142,0.655305,-0.004454,0
-79,-79,27,26,-63,-63,42,41,3483.097986,3504.868605,3483.097986,3476.735959,34.810314,31.99118,15.789832,0.030969,39.39901,39.829583,121.906462,0.657485,-0.004454,0
-79,-79,25,27,-63,-63,42,42,3474.282022,3412.36531,3474.282022,3469.862497,34.810351,31.991348,15.785378,0.03096,41.095622,40.041727,121.690751,0.659666,-0.004454,0
-79,-79,26,27,-63,-63,43,42,3465.518031,3392.145747,3465.518031,3468.127277,34.810402,31.991448,15.780925,0.030951,40.308594,40.12591,121.474006,0.661849,-0.004454,0
-79,-79,27,26,-63,-63,42,41,3456.806347,3479.089382,3456.806347,3448.138034,34.810255,31.991588,15.776471,0.030942,41.157992,40.070017,121.256228,0.664032,-0.004454,0
-79,-79,26,26,-63,-62,42,44,3448.147305,3347.332888,3448.147305,3450.026486,34.810359,31.991701,15.772017,0.030934,40.707769,40.111094,121.037414,0.666216,-0.004454,0
-79,-78,26,26,-62,-63,42,42,3439.541241,3429.300787,3439.541241,3441.507407,34.810368,31.991863,15.767563,0.030925,40.005433,40.109245,120.817564,0.668401,-0.004454,0
-79,-80,26,27,-63,-63,41,43,3430.988492,3443.442806,3430.988492,3428.577208,34.810333,31.992041,15.763109,0.030916,39.497444,40.323638,120.596678,0.670586,-0.004454,0
-78,-78,26,25,-63,-63,42,44,3422.489395,3451.37613,3422.489395,3424.499307,34.810389,31.992195,15.758655,0.030907,40.11556,40.238567,120.374753,0.672771,-0.004454,0
-79,-79,26,26,-63,-62,43,41,3414.04429,3446.201716,3414.04429,3413.755621,34.810302,31.992259,15.754202,0.030899,41.290511,40.219157,120.15179,0.674956,-0.004454,0
-79,-80,27,26,-62,-63,42,42,3405.653515,3513.079654,3405.653515,3405.653524,34.810329,31.992444,15.749748,0.03089,39.275764,40.216531,119.927789,0.677141,-0.004454,0
-79,-79,25,26,-63,-63,42,41,3397.317411,3400.987135,3397.317411,3397.637027,34.810358,31.992632,15.745294,0.030881,40.849908,40.223283,119.702749,0.679326,-0.004454,0
-79,-79,26,26,-63,-63,44,42,3389.03632,3438.54012,3389.03632,3387.086169,34.810286,31.992718,15.74084,0.030872,39.847232,40.381329,119.476669,0.68151,-0.004454,0
-79,-79,26,26,-63,-62,42,41,3380.810582,3352.118571,3380.810582,3387.385138,34.810317,31.992758,15.736386,0.030864,41.25087,40.371851,119.24955,0.683694,-0.004454,0
-79,-79,26,26,-63,-63,43,40,3372.64054,3383.050105,3372.64054,3375.579696,34.810363,31.993045,15.731933,0.030855,40.917253,40.313231,119.021391,0.685877,-0.004454,0
-79,-79,26,29,-64,-64,41,42,3364.526537,3296.511955,3364.526537,3364.843983,34.810301,31.993151,15.727479,0.030846,40.257492,40.325993,118.792193,0.688059,-0.004454,0
-80,-79,26,26,-63,-64,42,42,3356.468916,3487.416756,3356.468916,3358.761656,34.810323,31.993299,15.723025,0.030838,40.712852,40.483936,118.561956,0.69024,-0.004454,0
-79,-79,26,25,-63,-62,42,41,3348.468022,3479.742847,3348.468022,3340.896742,34.81021,31.99346,15.718571,0.030829,40.573576,40.508398,118.330681,0.692419,-0.004454,0
-79,-79,26,26,-64,-63,42,42,3340.524198,3319.77218,3340.524198,3341.306865,34.810289,31.993576,15.714117,0.03082,39.621374,40.415099,118.098368,0.694597,-0.004454,0
-79,-79,24,27,-63,-63,42,42,3332.63779,3290.637367,3332.63779,3329.949807,34.81025,31.993732,15.709663,0.030811,40.124996,40.547095,117.865017,0.696773,-0.004454,0
-78,-79,27,26,-63,-63,43,43,3324.809142,3366.230157,3324.809142,3330.796202,34.810336,31.993854,15.70521,0.030803,41.182358,40.771759,117.630631,0.698947,-0.004454,0
-78,-78,28,28,-63,-64,43,43,3317.0386,3281.179389,3317.0386,3323.315678,34.810325,31.993981,15.700756,0.030794,40.429396,40.641329,117.395209,0.701119,-0.004454,0
-78,-78,27,27,-62,-62,43,44,3309.326509,3338.577069,3309.326509,3306.722635,34.810179,31.994067,15.696302,0.030785,40.721222,40.456498,117.158752,0.703289,-0.004454,0
-78,-78,27,29,-62,-62,42,43,3301.673216,3333.741804,3301.673216,3305.313694,34.810269,31.994244,15.691848,0.030776,40.468845,40.701105,116.921263,0.705456,-0.004454,0
-78,-78,27,28,-62,-62,42,43,3294.079065,3338.335496,3294.079065,3288.895332,34.810195,31.994448,15.687394,0.030768,41.041643,40.662173,116.682743,0.70762,-0.004454,0
-78,-77,27,27,-61,-62,43,41,3286.544403,3318.359821,3286.544403,3286.375709,34.810209,31.994522,15.68294,0.030759,40.335975,40.624263,116.443192,0.709781,-0.004454,0
-79,-78,27,27,-62,-62,43,43,3279.069576,3303.871665,3279.069576,3281.387378,34.810193,31.994595,15.678487,0.03075,41.542758,40.809987,116.202614,0.71194,-0.004454,0
-77,-78,27,27,-62,-63,43,43,3271.654929,3212.141355,3271.654929,3266.430028,34.810196,31.994905,15.674033,0.030741,40.435819,40.898947,115.961009,0.714094,-0.004454,0
-78,-78,26,27,-62,-63,43,44,3264.300808,3281.060745,3264.300808,3264.71612,34.810217,31.994977,15.669579,0.030733,41.340798,40.660629,115.718381,0.716245,-0.004454,0
-78,-78,27,26,-62,-62,44,43,3257.007558,3305.191498,3257.007558,3254.265558,34.810133,31.995045,15.665125,0.030724,40.838058,40.882937,115.474731,0.718392,-0.004454,0
-79,-79,26,27,-62,-62,43,44,3249.775524,3266.704271,3249.775524,3249.138324,34.81021,31.995292,15.660671,0.030715,41.353577,40.921127,115.230061,0.720535,-0.004454,0
-77,-77,27,29,-62,-62,43,42,3242.605052,3155.71362,3242.605052,3242.332443,34.810174,31.995371,15.656217,0.030707,40.834863,40.94484,114.984375,0.722674,-0.004454,0
-77,-78,26,26,-62,-62,43,43,3235.496484,3214.581014,3235.496484,3236.747635,34.810195,31.995528,15.651764,0.030698,40.986517,40.922864,114.737675,0.724808,-0.004454,0
-78,-77,27,27,-62,-60,41,43,3228.450166,3269.473569,3228.450166,3224.438804,34.810108,31.995632,15.64731,0.030689,41.204196,40.874663,114.489963,0.726938,-0.004454,0
-77,-78,27,27,-63,-62,43,44,3221.46644,3232.991091,3221.46644,3225.297923,34.81018,31.995747,15.642856,0.03068,41.164851,40.881006,114.241244,0.729062,-0.004454,0
-79,-78,24,27,-63,-61,43,43,3214.545649,3297.306047,3214.545649,3214.512604,34.810174,31.995973,15.638402,0.030672,41.059576,40.986489,113.991521,0.731181,-0.004454,0
-78,-78,27,27,-62,-63,43,43,3207.688134,3226.871028,3207.688134,3210.545464,34.810177,31.996067,15.633948,0.030663,40.61822,41.162567,113.740796,0.733295,-0.004454,0
-78,-78,26,26,-62,-63,43,43,3200.894237,3262.479356,3200.894237,3203.041123,34.810184,31.996249,15.629494,0.030654,41.450641,41.09939,113.489074,0.735403,-0.004454,0
-78,-78,27,26,-62,-64,41,43,3194.164299,3229.605438,3194.164299,3188.038637,34.810078,31.99638,15.625041,0.030645,40.572364,40.998009,113.236358,0.737505,-0.004454,0
-78,-78,27,27,-61,-62,43,42,3187.498657,3134.0583,3187.498657,3187.804376,34.810144,31.996517,15.620587,0.030637,40.810621,41.069224,112.982653,0.739601,-0.004454,0
-76,-78,26,27,-62,-62,43,43,3180.897651,3101.730181,3180.897651,3188.90068,34.810207,31.996618,15.616133,0.030628,41.712928,41.215148,112.727962,0.74169,-0.004454,0
-77,-77,27,27,-62,-60,43,42,3174.361617,3229.598401,3174.361617,3176.999906,34.810188,31.996858,15.611679,0.030619,40.400093,41.126286,112.472291,0.743773,-0.004454,0
-78,-78,27,27,-62,-61,44,43,3167.890892,3242.331493,3167.890892,3173.622321,34.810192,31.996948,15.607225,0.03061,41.767645,41.215615,112.215643,0.745849,-0.004454,0
-78,-78,27,27,-62,-62,43,43,3161.48581,3146.193711,3161.48581,3163.351077,34.810134,31.997072,15.602771,0.030602,40.65068,41.412069,111.958023,0.747918,-0.004454,0
-78,-77,26,27,-63,-62,43,42,3155.146705,3133.976157,3155.146705,3155.90158,34.810127,31.997237,15.598318,0.030593,42.406795,41.412755,111.699437,0.749979,-0.004454,0
-78,-79,27,27,-62,-63,43,43,3148.873908,3144.897922,3148.873908,3147.124168,34.810069,31.997329,15.593864,0.030584,41.712365,41.220456,111.439889,0.752032,-0.004454,0
-78,-78,27,27,-63,-63,44,44,3142.66775,3155.722681,3142.66775,3134.872359,34.810007,31.997496,15.58941,0.030575,41.31553,41.562417,111.179386,0.754078,-0.004454,0
-78,-78,27,27,-64,-62,43,41,3136.528559,3127.93592,3136.528559,3135.243816,34.81007,31.997626,15.584956,0.030567,40.678584,41.398302,110.917932,0.756115,-0.004454,0
-78,-77,27,29,-61,-63,43,42,3130.456663,3154.749452,3130.456663,3125.312325,34.810022,31.997768,15.580502,0.030558,41.336227,41.468246,110.655533,0.758144,-0.004454,0
-79,-79,27,27,-62,-61,43,43,3124.452388,3061.63366,3124.452388,3118.30539,34.810024,31.997954,15.576048,0.030549,40.855629,41.311405,110.392195,0.760164,-0.004454,0
-78,-80,25,27,-62,-63,43,43,3118.516056,3016.572537,3118.516056,3125.917863,34.810126,31.99799,15.571595,0.030541,41.672048,41.507603,110.127925,0.762176,-0.004454,0
-78,-78,28,28,-63,-62,43,43,3112.647989,3059.191002,3112.647989,3107.191657,34.810018,31.99823,15.567141,0.030532,42.114759,41.685216,109.862729,0.764178,-0.004454,0
-78,-78,27,27,-60,-62,43,44,3106.848506,3187.039867,3106.848506,3104.759211,34.810053,31.998378,15.562687,0.030523,41.795055,41.47477,109.596613,0.76617,-0.004454,0
-79,-78,27,27,-62,-62,43,45,3101.117926,3196.493181,3101.117926,3099.242386,34.81002,31.998447,15.558233,0.030514,41.275656,41.652237,109.329584,0.768153,-0.004454,0
-77,-79,27,26,-62,-62,43,42,3095.456563,3009.067825,3095.456563,3086.815186,34.809942,31.998597,15.553779,0.030506,41.651691,41.599906,109.06165,0.770125,-0.004454,0
-78,-78,27,27,-62,-61,43,43,3089.864729,3120.585024,3089.864729,3087.65719,34.810012,31.998746,15.549325,0.030497,41.179462,41.853988,108.792816,0.772088,-0.004454,0
-78,-78,27,27,-61,-61,43,43,3084.342736,3148.782968,3084.342736,3079.639145,34.809991,31.998917,15.544872,0.030488,41.27556,41.537085,108.523092,0.774039,-0.004454,0
-78,-78,27,27,-62,-62,42,42,3078.890892,3161.001921,3078.890892,3072.068208,34.809954,31.999039,15.540418,0.030479,42.19995,41.832316,108.252484,0.77598,-0.004454,0
-78,-78,27,27,-62,-62,43,44,3073.509501,3020.287298,3073.509501,3070.966903,34.810016,31.999233,15.535964,0.030471,40.905285,41.685052,107.981,0.77791,-0.004454,0
-78,-78,27,27,-62,-62,42,43,3068.198866,3177.621529,3068.198866,3075.087999,34.810085,31.999294,15.53151,0.030462,41.230334,41.641432,107.708648,0.779829,-0.004454,0
-78,-78,27,27,-63,-62,43,43,3062.959288,2956.084135,3062.959288,3065.361939,34.81003,31.999437,15.527056,0.030453,41.32214,41.875832,107.435436,0.781736,-0.004454,0
-78,-78,27,28,-62,-62,43,43,3057.791064,3068.941201,3057.791064,3057.779431,34.809989,31.999554,15.522602,0.030444,41.848069,42.000983,107.161374,0.783631,-0.004454,0
-79,-78,27,27,-61,-62,44,45,3052.694486,3064.034318,3052.694486,3048.578005,34.809961,31.999759,15.518149,0.030436,41.630756,41.772081,106.886469,0.785513,-0.004454,0
-78,-79,27,27,-62,-62,43,42,3047.669848,3025.454486,3047.669848,3050.932614,34.810039,31.999906,15.513695,0.030427,42.447514,42.001505,106.61073,0.787384,-0.004454,0
-77,-78,27,28,-63,-62,42,44,3042.717436,3109.460941,3042.717436,3039.187793,34.80994,31.999993,15.509241,0.030418,41.948829,41.787889,106.334167,0.789241,-0.004454,0
-77,-79,26,26,-61,-63,43,43,3037.837535,3021.204097,3037.837535,3040.066192,34.810021,32.000203,15.504787,0.03041,42.495112,41.86224,106.056789,0.791086,-0.004454,0
-79,-78,26,27,-62,-63,42,43,3033.030426,3106.321618,3033.030426,3031.801147,34.80996,32.000291,15.500333,0.030401,42.626515,42.098164,105.778604,0.792917,-0.004454,0
-79,-78,28,27,-62,-62,43,43,3028.296388,3011.121939,3028.296388,3027.247084,34.809952,32.000418,15.49588,0.030392,42.752735,41.981072,105.499624,0.794735,-0.004454,0
-78,-78,28,29,-61,-62,43,44,3023.635694,3151.002171,3023.635694,3024.404629,34.809962,32.000547,15.491426,0.030383,42.680512,42.033032,105.219857,0.796539,-0.004454,0
-79,-77,28,27,-62,-64,43,43,3019.048947,3122.030453,3019.048947,3019.343028,34.809957,32.000705,15.486972,0.048009,41.66655,42.004414,104.940337,0.797891,-0.004454,0
-78,-79,27,27,-62,-61,43,44,3005.780606,3033.54734,3005.780606,2999.462228,34.809791,32.000873,15.496249,0.048037,41.350961,41.955813,104.788309,0.802334,0.009278,0
-78,-78,27,27,-62,-62,43,43,2992.525708,2984.302892,2992.525708,2993.210386,34.809756,32.000982,15.505527,0.048066,42.041928,42.212446,104.634841,0.806813,0.009278,0
-78,-78,27,26,-62,-63,43,43,2979.284577,2984.844367,2979.284577,2977.791987,34.809613,32.001066,15.514805,0.048095,41.442385,41.891594,104.479917,0.811328,0.009278,0
-77,-78,26,27,-62,-62,43,43,2966.057542,2912.591601,2966.057542,2968.345487,34.809514,32.00108,15.524082,0.048124,41.813215,42.306349,104.323516,0.815881,0.009278,0
-77,-76,29,28,-60,-61,44,45,2952.844939,2934.942934,2952.844939,2960.270472,34.809457,32.001186,15.53336,0.048153,42.713269,42.33384,104.165621,0.820472,0.009278,0
-77,-77,28,29,-60,-61,44,44,2939.64711,3004.728388,2939.64711,2941.190998,34.809253,32.001199,15.542637,0.048181,41.999864,42.271765,104.006212,0.8251,0.009278,0
-77,-77,28,28,-62,-61,43,44,2926.464402,2928.319649,2926.464402,2927.361277,34.80915,32.001363,15.551915,0.04821,42.500863,42.506618,103.84527,0.829766,0.009278,0
-77,-77,29,28,-61,-62,44,45,2913.297168,2833.9425,2913.297168,2908.692308,34.808991,32.001518,15.561193,0.048239,43.083777,42.456896,103.682776,0.83447,0.009278,0
-77,-78,29,28,-61,-61,43,45,2900.145768,2928.377141,2900.145768,2905.971665,34.808982,32.001589,15.57047,0.048268,41.855658,42.363771,103.518709,0.839213,0.009278,0
-77,-77,28,27,-62,-59,45,44,2887.010568,2883.213941,2887.010568,2878.455847,34.808711,32.00169,15.579748,0.048296,43.678231,42.408702,103.35305,0.843996,0.009278,0
-77,-77,28,28,-61,-61,44,44,2873.891941,2890.351543,2873.891941,2869.055359,34.808625,32.00175,15.589026,0.048325,42.656997,42.629163,103.185778,0.848817,0.009278,0
-78,-77,29,27,-61,-61,43,43,2860.790267,2865.212139,2860.790267,2856.529231,34.808533,32.001912,15.598303,0.048354,42.960653,42.715119,103.016872,0.853679,0.009278,0
-77,-77,27,28,-61,-60,44,44,2847.705931,2855.48461,2847.705931,2850.55031,34.808503,32.002039,15.607581,0.048383,42.09507,42.694845,102.846312,0.858581,0.009278,0
-77,-76,28,27,-61,-62,44,44,2834.639326,2918.017337,2834.639326,2838.431236,34.808385,32.002092,15.616858,0.048411,43.61543,42.723957,102.674076,0.863523,0.009278,0
-77,-76,28,29,-61,-61,44,44,2821.590853,2817.454735,2821.590853,2825.037021,34.808237,32.002081,15.626136,0.04844,43.122029,42.983484,102.500143,0.868506,0.009278,0
-77,-77,28,27,-61,-61,44,44,2808.560919,2825.53386,2808.560919,2808.534283,34.808098,32.002232,15.635414,0.048469,43.252722,42.869011,102.32449,0.87353,0.009278,0
-77,-77,28,28,-61,-61,44,47,2795.549937,2710.671946,2795.549937,2806.036069,34.808123,32.002438,15.644691,0.048498,41.647443,43.034074,102.147096,0.878596,0.009278,0
-75,-76,28,28,-61,-61,44,44,2782.558332,2711.752815,2782.558332,2783.291391,34.807903,32.002542,15.653969,0.048526,42.857704,43.06387,101.967938,0.883703,0.009278,0
-77,-76,28,28,-61,-61,45,45,2769.586531,2767.846448,2769.586531,2771.754749,34.8078,32.002629,15.663246,0.048555,43.049612,42.747576,101.786993,0.888853,0.009278,0
-77,-77,28,27,-61,-62,43,45,2756.634972,2767.427534,2756.634972,2755.216696,34.807636,32.00269,15.672524,0.048584,43.233573,43.092782,101.604239,0.894045,0.009278,0
-77,-77,28,28,-61,-62,44,45,2743.704101,2761.144462,2743.704101,2742.659288,34.807527,32.002802,15.681802,0.048613,42.058256,43.221368,101.419651,0.89928,0.009278,0
